"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Skil1",0.000257361418459651,0.258514502200922,0.947,0.641,1,"4","Skil"
"Zfp946",0.000259283400304895,0.257843491032192,0.579,0.3,1,"4","Zfp946"
"Cyb561",0.000261267710648094,0.78656472333586,0.395,0.157,1,"4","Cyb561"
"Fzr1",0.000262065081014801,0.283337383391078,0.895,0.695,1,"4","Fzr1"
"Ppp3cb",0.000269655847856704,0.486789781519285,1,0.906,1,"4","Ppp3cb"
"Wdhd1",0.000271795641866912,0.567062598864956,0.842,0.717,1,"4","Wdhd1"
"Tgfbr1",0.00027413957659653,0.560444710199391,1,0.852,1,"4","Tgfbr1"
"Gna112",0.000278146662412347,0.253467413543793,0.921,0.561,1,"4","Gna11"
"Ssr1",0.000280540205985529,0.456038554172154,1,0.964,1,"4","Ssr1"
"Cpsf6",0.000282891296886623,0.472652953247577,1,0.942,1,"4","Cpsf6"
"Igf2bp11",0.000283561541846231,0.275883349153254,1,0.771,1,"4","Igf2bp1"
"Dpy19l1",0.0002880491356495,0.269527250342979,0.974,0.713,1,"4","Dpy19l1"
"Sec23ip",0.000290672290314467,0.258609664408247,0.974,0.713,1,"4","Sec23ip"
"Ccny",0.000293333439804551,0.359628940226627,1,0.87,1,"4","Ccny"
"Mios",0.000294063400432343,0.255987384965077,0.842,0.574,1,"4","Mios"
"Slc18a21",0.000297308592125359,0.935333535962218,0.789,0.7,1,"4","Slc18a2"
"Usp221",0.000297671756821427,0.502543691920834,1,0.857,1,"4","Usp22"
"Gpbp11",0.000298029535053557,0.387829850253824,1,0.915,1,"4","Gpbp1"
"Setd3",0.000304878640327112,0.352417687802797,1,0.883,1,"4","Setd3"
"Ints2",0.000315572952217426,0.286491924865067,0.974,0.726,1,"4","Ints2"
"Phrf1",0.000317933670203693,0.304339698872957,0.947,0.753,1,"4","Phrf1"
"Aak1",0.00032035147185853,0.40443499091803,0.868,0.691,1,"4","Aak1"
"Fasn1",0.000320529040722091,0.421263597093035,1,0.865,1,"4","Fasn"
"Mtpn",0.000321013716430586,0.443258427749579,1,0.978,1,"4","Mtpn"
"Map3k71",0.000321296746312996,0.280994074374035,0.947,0.735,1,"4","Map3k7"
"Dync1li2",0.000321802646216775,0.2606292433869,0.947,0.677,1,"4","Dync1li2"
"Sept7",0.000323743374352463,0.416195539124295,1,0.951,1,"4","Sept7"
"Rif11",0.000331993458999128,0.525069804583384,1,0.753,1,"4","Rif1"
"Nup43",0.000338896323074552,0.264888293450461,0.842,0.623,1,"4","Nup43"
"Src",0.000339451395174766,0.37202746964008,0.632,0.395,1,"4","Src"
"Gmps",0.000343990737476885,0.389106450052048,1,0.919,1,"4","Gmps"
"Vcp",0.000344762048730614,0.315464858883627,1,0.996,1,"4","Vcp"
"Usp19",0.000352994839644072,0.299378623451248,1,0.91,1,"4","Usp19"
"Knstrn1",0.000355324961321792,0.400235684301756,0.842,0.493,1,"4","Knstrn"
"Gemin5",0.000356203696118523,0.271267364596377,1,0.722,1,"4","Gemin5"
"Zc3hav1l",0.000363245936673311,0.287372267931879,0.921,0.709,1,"4","Zc3hav1l"
"Arl6ip1",0.000363627730786476,0.496306214114021,1,0.991,1,"4","Arl6ip1"
"Mbtps11",0.000372107249350132,0.501996408902224,0.947,0.915,1,"4","Mbtps1"
"Nup2101",0.0003741981622196,0.366774833897965,1,0.785,1,"4","Nup210"
"Ywhaz",0.000376737922394638,0.295423869275535,1,1,1,"4","Ywhaz"
"Dgcr8",0.000377440714061642,0.511599652906779,0.947,0.726,1,"4","Dgcr8"
"Ube2o1",0.000385283664323073,0.284487584009279,0.816,0.592,1,"4","Ube2o"
"Gatb",0.000386791698790869,0.277885897140853,0.684,0.404,1,"4","Gatb"
"mt-Nd61",0.00039028801692085,0.392024601416601,1,0.996,1,"4","mt-Nd6"
"Fbxo5",0.000401452097404168,0.568570227405457,0.737,0.534,1,"4","Fbxo5"
"Ddx20",0.00040647024433505,0.350330736775301,0.868,0.682,1,"4","Ddx20"
"Larp4b",0.000406643015455623,0.318835503907867,1,0.91,1,"4","Larp4b"
"Pnpt1",0.000407062360498596,0.355544443833465,0.895,0.74,1,"4","Pnpt1"
"Ltbp11",0.000416497426860668,0.413454410599756,0.579,0.269,1,"4","Ltbp1"
"Sf3b31",0.000418238072490397,0.396655856726734,1,0.933,1,"4","Sf3b3"
"Utp4",0.000418665513617022,0.442237098640669,0.947,0.789,1,"4","Utp4"
"Scamp1",0.000421118320817254,0.328830573234483,1,0.762,1,"4","Scamp1"
"Ldlr",0.000425647147318791,0.251552449720956,0.816,0.552,1,"4","Ldlr"
"Qtrt2",0.000433338741602016,0.272151799689216,0.895,0.547,1,"4","Qtrt2"
"Nectin21",0.000437008672544428,0.269349465687078,0.868,0.507,1,"4","Nectin2"
"Gria3",0.000443594382792136,0.350233290299623,0.711,0.444,1,"4","Gria3"
"Setx",0.000444604117333144,0.291353395827253,0.974,0.852,1,"4","Setx"
"Ift172",0.00044508208360974,0.302010936804976,0.816,0.516,1,"4","Ift172"
"Irak1",0.000449053586465775,0.325801053362767,1,0.96,1,"4","Irak1"
"Uspl1",0.000463569231521552,0.428440940958596,0.921,0.691,1,"4","Uspl1"
"Dhx34",0.00046415136937501,0.304704701815794,0.632,0.417,1,"4","Dhx34"
"Msh21",0.000467585680916385,0.341187587125434,0.921,0.803,1,"4","Msh2"
"Gabpa",0.000477820320421066,0.325254380970834,0.947,0.825,1,"4","Gabpa"
"Trim37",0.000483269004573441,0.387407409429024,0.947,0.735,1,"4","Trim37"
"Rpf2",0.000483536113734169,0.271826328675052,0.947,0.695,1,"4","Rpf2"
"Slc12a21",0.000484032350447663,0.320506391724238,0.947,0.758,1,"4","Slc12a2"
"Ipo5",0.000485354160604879,0.363684004701112,1,0.937,1,"4","Ipo5"
"Tlk1",0.00049908910970213,0.270943154536397,1,0.816,1,"4","Tlk1"
"Slf2",0.000502509526663367,0.322381739415256,0.947,0.74,1,"4","Slf2"
"Kmt5c1",0.000507738597236679,0.30787019592832,1,0.767,1,"4","Kmt5c"
"Atp6v1b2",0.000511307559051417,0.629853017140831,0.947,0.946,1,"4","Atp6v1b2"
"Pan2",0.000513063876539537,0.328339076285395,0.974,0.744,1,"4","Pan2"
"Pds5a1",0.000520622400497806,0.301292999204631,1,0.96,1,"4","Pds5a"
"Pde7a",0.000536187350905324,0.361142433961238,1,0.735,1,"4","Pde7a"
"Nap1l11",0.000543755491907259,0.422628108027264,1,0.996,1,"4","Nap1l1"
"Kdm3a",0.000545801106751179,0.423905610202244,1,0.803,1,"4","Kdm3a"
"Mtrex",0.000546925068536276,0.483035545785319,1,0.807,1,"4","Mtrex"
"Cluh",0.000547353857487371,0.34979338501948,0.947,0.771,1,"4","Cluh"
"Nudc",0.000551854975692204,0.479789094900016,1,0.915,1,"4","Nudc"
"Dctn1",0.000556604929713519,0.317742281204978,1,0.83,1,"4","Dctn1"
"Dis3",0.000560990352036399,0.291418309864852,0.947,0.695,1,"4","Dis3"
"Tex2",0.000561297882583638,0.315569817413422,0.816,0.57,1,"4","Tex2"
"Epb41l4a",0.000564492238397761,0.365934097938939,0.289,0.103,1,"4","Epb41l4a"
"Btbd21",0.000565094464971754,0.329104841556346,0.974,0.735,1,"4","Btbd2"
"Dis3l",0.000583064566412922,0.325744884038772,0.816,0.543,1,"4","Dis3l"
"Baz1b1",0.000586936099934932,0.413249990704632,1,0.865,1,"4","Baz1b"
"Mcm7",0.000589462393035167,0.545145471424505,0.974,0.87,1,"4","Mcm7"
"Cnot1",0.000597674129792631,0.374574728671804,1,0.973,1,"4","Cnot1"
"Eif4g21",0.000602864092134477,0.32920528540437,1,1,1,"4","Eif4g2"
"Usp101",0.000613083348762647,0.362619971916138,1,0.794,1,"4","Usp10"
"Cfl22",0.000618809147846805,0.290434755386938,1,0.704,1,"4","Cfl2"
"Atp1a11",0.000623813855145793,0.330581316470766,1,0.973,1,"4","Atp1a1"
"Uqcc1",0.000626562084174739,0.267358551742402,0.895,0.628,1,"4","Uqcc1"
"Fam76b",0.000626977089599131,0.29511890169813,0.947,0.735,1,"4","Fam76b"
"Pde3b",0.000629058888339702,0.790370622143229,0.789,0.83,1,"4","Pde3b"
"Spg7",0.000638580721326184,0.267285333319826,1,0.749,1,"4","Spg7"
"Klhl251",0.000641125628493701,0.356209322266437,0.605,0.39,1,"4","Klhl25"
"Psme3",0.000643723713791901,0.274289369417909,1,0.91,1,"4","Psme3"
"Ints4",0.00064824580389898,0.312728478356056,0.895,0.776,1,"4","Ints4"
"Pacsin21",0.000659748361499976,0.422378031101302,1,0.825,1,"4","Pacsin2"
"Hif1a1",0.000663322379507566,0.410052266304061,0.974,0.883,1,"4","Hif1a"
"Naa30",0.000670317264410655,0.30552209893486,0.947,0.7,1,"4","Naa30"
"Ap2a11",0.0006766779016843,0.370098853511859,1,0.735,1,"4","Ap2a1"
"Eif4g11",0.000678566731591528,0.292056839797771,1,0.933,1,"4","Eif4g1"
"Phtf2",0.000680664389983425,0.261634479732745,0.868,0.628,1,"4","Phtf2"
"Plrg11",0.000682239315959368,0.253579379339378,0.974,0.798,1,"4","Plrg1"
"Ddx31",0.000683101595492755,0.260157327670188,0.763,0.466,1,"4","Ddx31"
"Setd2",0.000702290632845487,0.352324361595094,1,0.942,1,"4","Setd2"
"Lrrc40",0.000706180730977044,0.366254800612413,0.921,0.709,1,"4","Lrrc40"
"Dyrk1a",0.000712859084589735,0.354197616001521,1,0.91,1,"4","Dyrk1a"
"Shmt1",0.000713340695317745,0.468628865070965,0.921,0.646,1,"4","Shmt1"
"Dkc11",0.000715454167007161,0.353924804709144,1,0.874,1,"4","Dkc1"
"Zfp729b",0.000718878983402131,0.25251821063799,0.711,0.439,1,"4","Zfp729b"
"Ddx55",0.00071998791675769,0.270626129477986,0.763,0.538,1,"4","Ddx55"
"Adgrf52",0.000723342134117841,0.282222328687161,0.816,0.453,1,"4","Adgrf5"
"Galnt21",0.000725317381755075,0.339261845358257,1,0.915,1,"4","Galnt2"
"Ddx27",0.000732505601552193,0.291952198747376,1,0.776,1,"4","Ddx27"
"Ranbp9",0.000732574895591987,0.305388012661727,1,0.865,1,"4","Ranbp9"
"Ppp1cb1",0.000739375578767508,0.303838196699874,1,0.973,1,"4","Ppp1cb"
"Morc2a",0.000751513721929911,0.357727203942236,0.895,0.78,1,"4","Morc2a"
"Rhot1",0.000769742028451693,0.317217689166529,0.974,0.812,1,"4","Rhot1"
"Tmem30a",0.000789893004088429,0.470794310991268,1,0.928,1,"4","Tmem30a"
"Ipo111",0.000798409166548995,0.49473163168414,1,0.874,1,"4","Ipo11"
"Atr",0.000814574625682342,0.299232198202121,0.895,0.686,1,"4","Atr"
"Prim11",0.000844562492263936,0.285286495587318,0.974,0.771,1,"4","Prim1"
"Usp7",0.000857467891308369,0.355241665895652,1,0.906,1,"4","Usp7"
"Mapk1",0.000859759767115964,0.378745900392552,1,0.951,1,"4","Mapk1"
"Brd31",0.000873178257813885,0.358853542537232,1,0.861,1,"4","Brd3"
"Ino80",0.000874003413863647,0.367897396958111,1,0.749,1,"4","Ino80"
"Toe1",0.000885449469010391,0.266160773001642,0.789,0.52,1,"4","Toe1"
"Ubap1",0.000885901370414255,0.278324597908498,1,0.744,1,"4","Ubap1"
"Rad17",0.000892933123658145,0.385166057468901,0.868,0.659,1,"4","Rad17"
"Usp36",0.0009019451237436,0.250754585903299,0.947,0.641,1,"4","Usp36"
"Cdyl",0.000922469141065444,0.28871907816682,0.842,0.61,1,"4","Cdyl"
"Mphosph6",0.000930411199982842,0.263586013692236,0.895,0.74,1,"4","Mphosph6"
"Ilf21",0.000932736652993143,0.32878571586811,1,0.915,1,"4","Ilf2"
"Clcn3",0.000938538548196489,0.275572524781577,0.947,0.722,1,"4","Clcn3"
"Fgd1",0.000948855496002534,0.432237056624243,0.579,0.341,1,"4","Fgd1"
"H192",0.000958633592779237,0.711449761905181,0.974,0.874,1,"4","H19"
"Fubp12",0.000973122282260431,0.369329147412554,1,0.928,1,"4","Fubp1"
"Ttpa1",0.000985076486454722,0.579425775571537,0.816,0.65,1,"4","Ttpa"
"Gm503211",0.000994452686500684,0.37569699108026,0.737,0.556,1,"4","Gm50321"
"Hars",0.00101822859495788,0.301071144437146,1,0.78,1,"4","Hars"
"Caprin11",0.00103244846388183,0.279346502204626,1,0.996,1,"4","Caprin1"
"Larp1",0.00103569419030152,0.309891957388884,0.947,0.897,1,"4","Larp1"
"Zswim1",0.00105475245888846,0.295785831884845,0.579,0.318,1,"4","Zswim1"
"Cdkn1c1",0.00105887664240252,0.305993087312921,0.921,0.717,1,"4","Cdkn1c"
"Fam8a11",0.00106020553262191,0.458979168169971,0.947,0.888,1,"4","Fam8a1"
"Kras",0.00106545173171526,0.40461935880537,1,0.861,1,"4","Kras"
"Sc5d",0.00107429770532145,0.25560083290603,0.868,0.529,1,"4","Sc5d"
"Drg1",0.00107523176202065,0.381473916231339,1,0.865,1,"4","Drg1"
"Anapc21",0.00108588909358857,0.289186849011343,1,0.874,1,"4","Anapc2"
"Cry2",0.00108606207401378,0.250821544156297,0.737,0.502,1,"4","Cry2"
"Tbc1d25",0.00108710110920816,0.271476388511523,0.5,0.3,1,"4","Tbc1d25"
"Dnaja3",0.00111981383354713,0.352437379129458,0.947,0.744,1,"4","Dnaja3"
"Trpc4ap1",0.00113494061819446,0.303682867790163,1,0.897,1,"4","Trpc4ap"
"Ctcf1",0.00117467748889036,0.313347268176595,1,0.915,1,"4","Ctcf"
"Atp2c1",0.0011789581933599,0.259422192342604,1,0.794,1,"4","Atp2c1"
"Taf1",0.0011914045404663,0.28412846931318,0.921,0.767,1,"4","Taf1"
"Rfc5",0.00119460297735894,0.356108226280355,0.974,0.776,1,"4","Rfc5"
"Phf20l1",0.00121645610965448,0.51411438499508,0.895,0.852,1,"4","Phf20l1"
"Nup85",0.00122669020087345,0.33767491633682,1,0.87,1,"4","Nup85"
"Slco3a11",0.00124439240366486,0.57573953264415,0.789,0.655,1,"4","Slco3a1"
"Uck21",0.00125487058188003,0.331865995503707,1,0.928,1,"4","Uck2"
"Syap1",0.00128435955270598,0.256574243279867,0.947,0.704,1,"4","Syap1"
"Exd2",0.00128556641651057,0.309513805167787,0.816,0.628,1,"4","Exd2"
"Luzp11",0.00129115056213089,0.256612607580635,0.895,0.605,1,"4","Luzp1"
"Klhdc3",0.00129156245978924,0.336047305584402,1,0.888,1,"4","Klhdc3"
"Pde3a1",0.00129268456656533,0.251765684222223,0.526,0.256,1,"4","Pde3a"
"Lrrc34",0.00129478031482104,0.527956931561512,0.395,0.184,1,"4","Lrrc34"
"Suv39h1",0.00131008148783538,0.469173068983301,0.921,0.74,1,"4","Suv39h1"
"Slmap",0.00131074675769254,0.446202935016982,0.947,0.803,1,"4","Slmap"
"Rc3h1",0.00131590029420939,0.294620277203601,1,0.785,1,"4","Rc3h1"
"Gys1",0.0013281200895822,0.331892965080764,0.789,0.538,1,"4","Gys1"
"Dnaja2",0.00132953836442379,0.310139854502173,1,0.96,1,"4","Dnaja2"
"Ddx461",0.0013367531833773,0.253769474798681,1,0.906,1,"4","Ddx46"
"Mctp11",0.00134442833265276,0.426042462398192,0.737,0.574,1,"4","Mctp1"
"Ccne2",0.00137596908757481,0.479144342429653,0.684,0.435,1,"4","Ccne2"
"Plekhg3",0.00139043369829636,0.294814229259347,0.447,0.215,1,"4","Plekhg3"
"Iars2",0.00139406391601335,0.390430657506828,0.842,0.731,1,"4","Iars2"
"Plekhf2",0.00145892082716189,0.252785928173239,0.868,0.682,1,"4","Plekhf2"
"Nmd3",0.00147533077278491,0.282552600536463,0.974,0.776,1,"4","Nmd3"
"Cbx51",0.00147538319128134,0.434688651994743,1,0.937,1,"4","Cbx5"
"Srebf2",0.00147639681049882,0.374106444135086,1,0.964,1,"4","Srebf2"
"Hmgb2",0.0015123996018803,0.34549292514846,1,0.969,1,"4","Hmgb2"
"Cep1921",0.00153063398507525,0.279685118320936,0.921,0.794,1,"4","Cep192"
"Sdad1",0.00154674713957613,0.279444564658496,0.789,0.632,1,"4","Sdad1"
"Naa501",0.0015601119153492,0.370335794773835,1,0.933,1,"4","Naa50"
"Sucla21",0.00157760073191203,0.256953659927792,0.974,0.789,1,"4","Sucla2"
"Rnf10",0.00158659831332145,0.306117379067315,1,0.964,1,"4","Rnf10"
"Prmt51",0.00161517720697129,0.321035491576863,0.947,0.848,1,"4","Prmt5"
"Tacc31",0.00165767640340609,0.251139038890754,0.974,0.7,1,"4","Tacc3"
"Ppm1a",0.00165913450898434,0.261687154798674,1,0.901,1,"4","Ppm1a"
"Lig11",0.00166830970352699,0.28663219129835,0.974,0.789,1,"4","Lig1"
"Sun1",0.0017117824008976,0.257027569016277,0.947,0.789,1,"4","Sun1"
"Usp51",0.00171474773603845,0.327195806173654,0.974,0.83,1,"4","Usp5"
"Tbl3",0.00176229020609776,0.282153390132371,0.921,0.686,1,"4","Tbl3"
"Pml1",0.00176413490722319,0.297490048405157,1,0.883,1,"4","Pml"
"Prnp1",0.00178120571030803,0.264784426403018,0.711,0.444,1,"4","Prnp"
"Dgkd",0.00178836237240485,0.25189352205924,0.947,0.722,1,"4","Dgkd"
"Csnk1d",0.00184257104708197,0.298542507076138,1,0.928,1,"4","Csnk1d"
"Clic41",0.00184599817351873,0.307189859866096,1,0.87,1,"4","Clic4"
"Josd1",0.00185597525428151,0.352543945870613,0.947,0.834,1,"4","Josd1"
"Pip5k1a",0.00185633315706685,0.341686329126873,0.947,0.812,1,"4","Pip5k1a"
"Psrc1",0.00186306896070651,0.496329559460134,0.632,0.408,1,"4","Psrc1"
"Pigq",0.00187548960572411,0.262495891743457,1,0.834,1,"4","Pigq"
"Wdr35",0.00188074944169841,0.330258011671428,0.289,0.112,1,"4","Wdr35"
"Nsf",0.00190141638895977,0.250917949426132,0.921,0.807,1,"4","Nsf"
"Phf61",0.0019221159492139,0.491825380593953,0.895,0.83,1,"4","Phf6"
"Med13",0.00193922498416988,0.281041914685891,0.947,0.803,1,"4","Med13"
"Canx",0.0019491658554204,0.299631635275342,1,0.987,1,"4","Canx"
"Map4k41",0.00195554183945101,0.278830927779747,1,0.888,1,"4","Map4k4"
"Btbd7",0.00197915356068074,0.251850054428691,1,0.83,1,"4","Btbd7"
"Wdr431",0.00200409802310246,0.341506708811802,1,0.897,1,"4","Wdr43"
"Ddx21",0.00203472219140922,0.28823762285378,1,0.892,1,"4","Ddx21"
"Cherp",0.00204050130762036,0.272996982781219,1,0.928,1,"4","Cherp"
"Hapln11",0.00204303372283796,0.292962596704968,0.711,0.413,1,"4","Hapln1"
"Xpot",0.00204719165083642,0.329454380808923,1,0.879,1,"4","Xpot"
"Chd1",0.00207152624980756,0.339687703156651,1,0.857,1,"4","Chd1"
"Ogdh",0.00209285937424914,0.291984494863245,1,0.87,1,"4","Ogdh"
"Lratd21",0.00215383212273131,0.407841722029407,0.842,0.614,1,"4","Lratd2"
"Mapk6",0.00216065453129532,0.384109139461597,1,0.874,1,"4","Mapk6"
"Ccdc501",0.00217416944525037,0.493491144990101,0.868,0.915,1,"4","Ccdc50"
"Tm9sf3",0.00217423731778363,0.255878839438421,0.947,0.982,1,"4","Tm9sf3"
"Cep128",0.00218857107385226,0.294722839455014,0.632,0.399,1,"4","Cep128"
"Pds5b",0.00220071740065943,0.316473591086545,0.974,0.901,1,"4","Pds5b"
"Ppip5k21",0.00221103751025059,0.329830186046545,0.947,0.798,1,"4","Ppip5k2"
"Eif4enif11",0.00221994576811155,0.318596524218599,0.947,0.861,1,"4","Eif4enif1"
"Mfsd6",0.00222372992843303,0.287147990637265,0.658,0.448,1,"4","Mfsd6"
"Wdr4",0.00222844788369735,0.262386694608298,0.921,0.673,1,"4","Wdr4"
"Gart",0.0022546833419743,0.352116191054518,1,0.852,1,"4","Gart"
"Fkbp41",0.00227480020102538,0.355713733789285,1,0.924,1,"4","Fkbp4"
"Stk11",0.0022866582757933,0.303433649046131,1,0.892,1,"4","Stk11"
"Wdr771",0.00232105723487963,0.312500259699266,1,0.843,1,"4","Wdr77"
"Trak1",0.00237937039071591,0.250375348678315,0.974,0.731,1,"4","Trak1"
"Idh11",0.00239786735983245,0.298503021288435,1,0.673,1,"4","Idh1"
"Mkln1",0.00242516349453972,0.315317418778499,1,0.87,1,"4","Mkln1"
"AU020206",0.00246923574803423,0.269170931553913,0.974,0.789,1,"4","AU020206"
"Cd441",0.00247101298691192,0.487629145195555,0.789,0.798,1,"4","Cd44"
"Cox5a",0.00251625201789467,0.278193956470695,1,0.937,1,"4","Cox5a"
"Pias4",0.00255255153261726,0.25092015541533,0.921,0.601,1,"4","Pias4"
"Aars1",0.00258797610136773,0.349387514931184,0.974,0.767,1,"4","Aars"
"Itga42",0.00259594677518457,0.667575372496906,0.789,0.821,1,"4","Itga4"
"BC005537",0.00259661468465233,0.342796211699163,1,0.991,1,"4","BC005537"
"Ankrd17",0.00263658220198789,0.272814966563621,1,0.978,1,"4","Ankrd17"
"Zc3h13",0.00270221571856359,0.260049401187606,0.895,0.686,1,"4","Zc3h13"
"Ptar1",0.00270482504990616,0.283552783934979,0.868,0.655,1,"4","Ptar1"
"Smarca41",0.00271333076087775,0.302717137429559,1,0.915,1,"4","Smarca4"
"Casp9",0.00274364163071023,0.263914433238935,0.711,0.435,1,"4","Casp9"
"Rcbtb21",0.00276271299529344,0.430343122009867,1,0.87,1,"4","Rcbtb2"
"Zfp62",0.00281969685611727,0.439981802377185,0.921,0.771,1,"4","Zfp62"
"Rpa1",0.00288748693923349,0.440315435039293,0.947,0.812,1,"4","Rpa1"
"Smarcal1",0.00288816292557526,0.25461486239644,0.947,0.726,1,"4","Smarcal1"
"Sptan11",0.00292583460526667,0.29801651552339,1,0.906,1,"4","Sptan1"
"Usp28",0.00292801876377563,0.3219732997678,0.789,0.61,1,"4","Usp28"
"Sept111",0.00294628963910205,0.263682948884652,1,0.848,1,"4","Sept11"
"Mre11a",0.00295412837851071,0.323082908703589,0.921,0.686,1,"4","Mre11a"
"Csnk2a2",0.00296054892511177,0.257041109451271,1,0.771,1,"4","Csnk2a2"
"Taf2",0.00298549798889751,0.294281947481538,0.895,0.762,1,"4","Taf2"
"Ablim11",0.00299513520096148,0.362239224470771,0.842,0.646,1,"4","Ablim1"
"Tfe3",0.00305886436304622,0.352488921057566,0.763,0.574,1,"4","Tfe3"
"Wdr24",0.00308463499069962,0.380151723716438,0.632,0.457,1,"4","Wdr24"
"Wdr12",0.0030875970074896,0.258399225480865,1,0.78,1,"4","Wdr12"
"Cdc731",0.00315653821993442,0.350727251439249,0.947,0.83,1,"4","Cdc73"
"Ago2",0.00315840262198658,0.266544331638131,1,0.919,1,"4","Ago2"
"Pcm11",0.00318574846405279,0.308524895353817,0.974,0.865,1,"4","Pcm1"
"Dnajc21",0.00318882998761782,0.433924451629749,0.711,0.592,1,"4","Dnajc21"
"Lonp1",0.00324280358855985,0.373092954988877,0.947,0.798,1,"4","Lonp1"
"Jpt21",0.00333538677097726,0.305649682359654,1,0.83,1,"4","Jpt2"
"Gapvd1",0.00338073836824878,0.283603096005097,1,0.928,1,"4","Gapvd1"
"Tcerg1",0.00340022203401214,0.310032481918126,1,0.901,1,"4","Tcerg1"
"Zranb2",0.00340298334373459,0.255760606238651,1,0.821,1,"4","Zranb2"
"Bap1",0.00342212723380715,0.294748846813241,0.947,0.852,1,"4","Bap1"
"Fads21",0.00342349375231892,0.346452287826514,0.895,0.74,1,"4","Fads2"
"Rbm14",0.00356024135033916,0.254890787342682,1,0.798,1,"4","Rbm14"
"Psmd11",0.00358616694278292,0.283795171342325,1,0.915,1,"4","Psmd1"
"Fut81",0.00362880387322052,0.407017919399482,0.974,0.861,1,"4","Fut8"
"Dmxl2",0.00366141750096343,0.389116031644936,0.579,0.372,1,"4","Dmxl2"
"Nelfa",0.00370995461512799,0.254396457018194,0.868,0.731,1,"4","Nelfa"
"Smurf21",0.00372884479945597,0.313557924329654,1,0.803,1,"4","Smurf2"
"Tuba1c",0.00375630960351663,0.340696041512089,1,0.987,1,"4","Tuba1c"
"Sqle1",0.00382468927743378,0.313860594390371,0.947,0.709,1,"4","Sqle"
"Tmed7",0.00383279043185334,0.40939142765653,1,0.91,1,"4","Tmed7"
"Gtpbp4",0.00383658383060338,0.334764903606056,1,0.857,1,"4","Gtpbp4"
"Spcs3",0.00385364850569844,0.353781414049709,1,0.888,1,"4","Spcs3"
"Dgcr2",0.00386508986414832,0.30755320902429,1,0.857,1,"4","Dgcr2"
"Sp3",0.00389378817844352,0.365602514941203,0.947,0.865,1,"4","Sp3"
"Rest",0.00390460327479707,0.448954412415368,0.947,0.843,1,"4","Rest"
"Fbxo38",0.00390556956748228,0.293299993862661,0.974,0.825,1,"4","Fbxo38"
"Picalm",0.00393363435400242,0.296940773120464,1,0.874,1,"4","Picalm"
"Dpf2",0.00395092264940412,0.353951027310444,1,0.924,1,"4","Dpf2"
"Ppil4",0.00399640246255666,0.25528283540937,0.974,0.794,1,"4","Ppil4"
"Bag1",0.00402683305689929,0.316689725995352,0.842,0.735,1,"4","Bag1"
"mt-Nd51",0.00407421734486701,0.320871633619054,1,1,1,"4","mt-Nd5"
"Brca2",0.00419018287607815,0.329454588621114,0.816,0.614,1,"4","Brca2"
"Mcm3",0.00429664384983068,0.264195342007857,1,0.874,1,"4","Mcm3"
"Pold1",0.00429694739700933,0.32375066838945,0.947,0.816,1,"4","Pold1"
"Pdhb",0.00432822510632533,0.262841518188027,1,0.874,1,"4","Pdhb"
"Ddx172",0.00435225417348714,0.333626092600357,1,0.996,1,"4","Ddx17"
"D430019H16Rik",0.00435547498663684,0.281598071281818,0.368,0.193,1,"4","D430019H16Rik"
"Sgta",0.00436472787689589,0.384241159031491,0.947,0.848,1,"4","Sgta"
"B4galt1",0.00438275022047383,0.423547432228646,1,0.825,1,"4","B4galt1"
"Ahsa1",0.00441553021448724,0.317925236200036,1,0.96,1,"4","Ahsa1"
"Suco",0.00445836527317328,0.252309473774118,0.974,0.825,1,"4","Suco"
"Slc38a41",0.00447142449183706,0.632402322478603,0.605,0.377,1,"4","Slc38a4"
"Fzd3",0.0044792963805386,0.285660391967388,0.553,0.318,1,"4","Fzd3"
