"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"4933434E20Rik",1.39249633803289e-05,0.514182947936473,1,0.839,0.231042992406417,"4","4933434E20Rik"
"Pwwp2a",1.41170008464248e-05,0.34214165605336,1,0.704,0.234229278043881,"4","Pwwp2a"
"Ap1ar",1.42738410582408e-05,0.295426249482053,0.947,0.803,0.236831570838331,"4","Ap1ar"
"Cdip1",1.43792089222517e-05,0.313823529955033,1,0.91,0.238579834438,"4","Cdip1"
"Brd1",1.43968738566213e-05,0.303191862459926,0.974,0.717,0.23887293102906,"4","Brd1"
"Cpsf1",1.44006738886747e-05,0.530300048908934,0.947,0.767,0.238935981160891,"4","Cpsf1"
"Gfod1",1.48231366816483e-05,0.383432058910405,0.632,0.327,0.245945483821909,"4","Gfod1"
"Fam98a",1.50823406590828e-05,0.323180530245779,0.895,0.587,0.250246196215503,"4","Fam98a"
"Pknox1",1.54636314398779e-05,0.464369185138709,0.868,0.574,0.256572572850455,"4","Pknox1"
"Ythdc1",1.56799920244405e-05,0.43278628058848,1,0.928,0.260162427669516,"4","Ythdc1"
"Nup93",1.67878148162807e-05,0.398982484278878,0.947,0.709,0.278543423431729,"4","Nup93"
"Virma",1.68180639470339e-05,0.521126166533147,1,0.861,0.279045317009187,"4","Virma"
"Pcgf5",1.72197991200069e-05,0.372440298003692,0.921,0.596,0.285710906999154,"4","Pcgf5"
"Polr2a1",1.72729227175137e-05,0.508761458665293,1,0.978,0.286592333728988,"4","Polr2a"
"Ube4b",1.73253060160127e-05,0.377819049156362,1,0.892,0.287461477417683,"4","Ube4b"
"Dcakd",1.74447503461742e-05,0.332071156317635,1,0.794,0.289443297743722,"4","Dcakd"
"Sptbn2",1.81746953013383e-05,0.842654570929425,0.263,0.058,0.301554544439806,"4","Sptbn2"
"G3bp1",1.81955202709854e-05,0.482834551276714,1,0.96,0.30190007233619,"4","G3bp1"
"Tnpo1",1.821976003945e-05,0.554378195514973,1,0.883,0.302302258574554,"4","Tnpo1"
"Lrrfip2",1.85607984509579e-05,0.275197078925326,0.895,0.601,0.307960767898294,"4","Lrrfip2"
"Polr3g",1.88654700360328e-05,0.386922454904358,0.816,0.502,0.313015878837855,"4","Polr3g"
"Evi51",1.92662000774817e-05,0.444487714483681,0.921,0.682,0.319664791685576,"4","Evi5"
"Wdr7",1.93302662922762e-05,0.419572339325448,0.789,0.417,0.320727778321447,"4","Wdr7"
"Mbd3",1.94088182174923e-05,0.453442295465226,1,0.852,0.322031111864632,"4","Mbd3"
"Cep551",1.9867836864323e-05,0.388895284641132,0.816,0.448,0.329647149252848,"4","Cep55"
"Rbbp5",2.0078801488791e-05,0.371626370082651,0.947,0.762,0.33314747430202,"4","Rbbp5"
"Otud41",2.01191628075953e-05,0.550195012716811,0.947,0.848,0.33381714930362,"4","Otud4"
"Ppm1b",2.04006525353248e-05,0.481814546369124,1,0.78,0.33848762686611,"4","Ppm1b"
"Trip4",2.04947771027817e-05,0.399745656661397,0.947,0.641,0.340049341689355,"4","Trip4"
"AW549877",2.07903516508351e-05,0.538828376285782,0.947,0.776,0.344953514590655,"4","AW549877"
"Dhx29",2.0821372093771e-05,0.313537580815481,0.895,0.578,0.345468205779848,"4","Dhx29"
"Rfwd3",2.08826528364753e-05,0.427396180490359,1,0.83,0.346484975862799,"4","Rfwd3"
"Ccdc14",2.10151787586236e-05,0.26502026444956,0.737,0.404,0.348683845963082,"4","Ccdc14"
"Atg13",2.11061936349065e-05,0.426756209035906,0.921,0.691,0.350193964790368,"4","Atg13"
"Usp9x",2.1267189554335e-05,0.652173931888952,1,0.951,0.352865209085526,"4","Usp9x"
"Ipo41",2.14394580910785e-05,0.486150485613956,1,0.821,0.355723488647174,"4","Ipo4"
"Dut",2.15018781295629e-05,0.519345473070467,1,0.879,0.356759161925708,"4","Dut"
"Sclt11",2.18337610542991e-05,0.274668570660289,0.789,0.453,0.36226576341293,"4","Sclt1"
"Cntrob",2.19210683363221e-05,0.349153031745088,0.842,0.605,0.363714365836256,"4","Cntrob"
"Smc1a",2.1946510345366e-05,0.505228439642554,1,0.96,0.364136499650312,"4","Smc1a"
"Nomo1",2.20932175782238e-05,0.310978300438999,1,0.839,0.36657066605789,"4","Nomo1"
"Ttc14",2.27857924260984e-05,0.451795765575015,0.947,0.785,0.378061867933825,"4","Ttc14"
"Ube3c",2.28788636777383e-05,0.42355086108229,1,0.74,0.379606106141034,"4","Ube3c"
"Tex10",2.29615177029583e-05,0.493459128165253,1,0.798,0.380977501727484,"4","Tex10"
"Ube2t",2.3407827060023e-05,0.250500718059049,0.816,0.475,0.388382666579902,"4","Ube2t"
"Ptprs",2.43500701369163e-05,0.301944945315356,1,0.74,0.404016363711716,"4","Ptprs"
"H2afx",2.53079996408981e-05,0.719316491755039,1,0.87,0.419910330041782,"4","H2afx"
"Ralgds1",2.56294164132817e-05,0.359545003697016,0.868,0.516,0.42524327712917,"4","Ralgds"
"Wdr75",2.56438028979102e-05,0.622965253758621,0.895,0.767,0.425481977682125,"4","Wdr75"
"Tsen341",2.57279150350971e-05,0.422419270004397,0.974,0.803,0.426877566262331,"4","Tsen34"
"Togaram11",2.60083169207593e-05,0.399456755669135,0.947,0.673,0.431529994349239,"4","Togaram1"
"Slc4a1ap",2.66616197332883e-05,0.251483025804464,0.895,0.534,0.44236959461472,"4","Slc4a1ap"
"Pdcl",2.69335448438189e-05,0.440443284949012,0.895,0.659,0.446881376048644,"4","Pdcl"
"Mrtfa",2.70535892025651e-05,0.348996619504649,0.895,0.709,0.44887315204896,"4","Mrtfa"
"Pard3",2.70537477606673e-05,0.45332703479448,0.605,0.3,0.448875782844992,"4","Pard3"
"Deptor",2.70784740812837e-05,0.501281934325333,0.763,0.444,0.449286041956659,"4","Deptor"
"Rbm26",2.74463202431185e-05,0.32363758221486,1,0.915,0.455389345473823,"4","Rbm26"
"Ube2v2",2.76734300724663e-05,0.264728644860781,0.947,0.735,0.45915755176236,"4","Ube2v2"
"Vps16",2.80379512180122e-05,0.476747304415522,1,0.789,0.465205686609259,"4","Vps16"
"Usp11",2.85888218544032e-05,0.497529354626255,1,0.865,0.474345732208258,"4","Usp1"
"Akirin2",2.91963460142618e-05,0.255239820356794,1,0.803,0.484425773068632,"4","Akirin2"
"Med17",2.96045471214139e-05,0.412757486361049,0.974,0.785,0.491198645838499,"4","Med17"
"Fbxo211",2.96134012497045e-05,0.308618315248055,1,0.794,0.491345553535097,"4","Fbxo21"
"Armc1",2.96257327351784e-05,0.356497788385202,0.947,0.749,0.49155015754208,"4","Armc1"
"Gclm",2.98829748014613e-05,0.30719968040434,0.974,0.641,0.495818317905846,"4","Gclm"
"Rps6kl1",3.01352000948472e-05,0.300679663144242,0.632,0.336,0.500003239973705,"4","Rps6kl1"
"Plcg21",3.07474558944606e-05,0.561569710954371,1,0.789,0.510161788200889,"4","Plcg2"
"Chd41",3.11374983635161e-05,0.447997176669751,1,0.982,0.516633372847459,"4","Chd4"
"Gspt1",3.19734263056213e-05,0.431308996378446,1,0.91,0.530503089262869,"4","Gspt1"
"Uba21",3.20684575605073e-05,0.449283697125,1,0.942,0.532079847843936,"4","Uba2"
"Cxxc1",3.31350758518125e-05,0.369327048530682,1,0.794,0.549777178533274,"4","Cxxc1"
"Ssb",3.37652673927119e-05,0.419240105482471,1,0.96,0.560233316579876,"4","Ssb"
"Atxn2",3.39357254622365e-05,0.339614039406874,1,0.834,0.563061556869429,"4","Atxn2"
"Chek2",3.39730519712924e-05,0.360084278093789,0.947,0.677,0.563680878307684,"4","Chek2"
"Hjurp",3.40002187381893e-05,0.44495837130118,1,0.865,0.564131629304036,"4","Hjurp"
"Cul4b",3.4155149163704e-05,0.487503884364861,0.947,0.789,0.566702234924177,"4","Cul4b"
"Gprasp1",3.45220731855528e-05,0.556568608997778,0.947,0.74,0.572790238294692,"4","Gprasp1"
"Xpo6",3.46581035012633e-05,0.478006428752241,0.974,0.91,0.575047253292961,"4","Xpo6"
"Ddx3x",3.48210568122407e-05,0.413037858633648,1,0.996,0.577750974628697,"4","Ddx3x"
"Rangap11",3.49232035149133e-05,0.429380653491009,1,0.812,0.579445792719442,"4","Rangap1"
"Zfp5211",3.49701410373226e-05,0.536189270184356,0.947,0.682,0.580224580091257,"4","Zfp521"
"Pkmyt1",3.51334182185933e-05,0.27493542541775,0.947,0.623,0.5829336750829,"4","Pkmyt1"
"Ndc80",3.54573893859176e-05,0.412689673386788,0.895,0.574,0.588309004691145,"4","Ndc80"
"Usp48",3.56068728338119e-05,0.34037196242494,1,0.852,0.590789234058607,"4","Usp48"
"Tmeff12",3.60804888050441e-05,0.383787092634793,0.789,0.426,0.598647470253292,"4","Tmeff1"
"Riox2",3.61707169106645e-05,0.292402590732885,0.816,0.578,0.600144534981745,"4","Riox2"
"Ssx2ip1",3.64630002695493e-05,0.371543887441413,0.737,0.439,0.604994100472362,"4","Ssx2ip"
"Iqcb1",3.66171549724111e-05,0.48004851186527,0.895,0.61,0.607551835302244,"4","Iqcb1"
"Ezh21",3.66423479808047e-05,0.490513652136764,1,0.825,0.607969837697512,"4","Ezh2"
"Aurka",3.66858960277685e-05,0.344310415199319,0.868,0.498,0.608692386892734,"4","Aurka"
"Phf19",3.69106471185742e-05,0.277206131762008,0.579,0.274,0.612421456991383,"4","Phf19"
"Washc5",3.72735860552321e-05,0.489791772639976,0.921,0.749,0.618443339828411,"4","Washc5"
"Abce1",3.74230222872423e-05,0.506460725051594,1,0.883,0.620922785789924,"4","Abce1"
"Kctd3",3.74689956448863e-05,0.486538762287596,0.947,0.749,0.621685575739953,"4","Kctd3"
"Suz121",3.75251002550601e-05,0.466044354786421,1,0.897,0.622616463431958,"4","Suz12"
"Ttf2",3.86545064032013e-05,0.303390967749798,0.947,0.605,0.641355570241916,"4","Ttf2"
"Nol9",3.87854290440571e-05,0.451379102333415,0.921,0.74,0.643527838698995,"4","Nol9"
"Mdm4",3.91736347416179e-05,0.320049494517587,1,0.865,0.649968947632924,"4","Mdm4"
"Wiz1",3.93935173771054e-05,0.426902705916048,1,0.852,0.653617240320933,"4","Wiz"
"Atp2a21",3.99918315662335e-05,0.550725427024988,1,0.919,0.663544469346946,"4","Atp2a2"
"Lcorl",4.04340889975697e-05,0.476288266192965,0.816,0.547,0.670882404647677,"4","Lcorl"
"Csnk1g1",4.05905668613642e-05,0.319342868976049,0.921,0.605,0.673478685363755,"4","Csnk1g1"
"Rrm1",4.10160411846359e-05,0.539707103692721,1,0.888,0.680538155335478,"4","Rrm1"
"Etf1",4.21642158652304e-05,0.357148669470361,1,0.964,0.699588669635904,"4","Etf1"
"Ppat",4.25377491333154e-05,0.416910060172054,1,0.789,0.70578633361997,"4","Ppat"
"Tmpo1",4.25929261680107e-05,0.513977496720198,1,0.969,0.706701830979634,"4","Tmpo"
"Hipk3",4.28030091974125e-05,0.52821296708821,1,0.901,0.710187528603468,"4","Hipk3"
"Tasor2",4.28143849414211e-05,0.254589178609871,1,0.637,0.710376274948059,"4","Tasor2"
"Gm420471",4.32403072640206e-05,0.451554182790874,0.974,0.632,0.71744317812463,"4","Gm42047"
"Huwe1",4.42684476701907e-05,0.416221208516092,1,0.933,0.734502083743804,"4","Huwe1"
"Rcn21",4.50263605973274e-05,0.294435915343904,1,0.861,0.747077375030856,"4","Rcn2"
"Mpp5",4.54625057518622e-05,0.368897788178175,0.895,0.695,0.754313895434898,"4","Mpp5"
"Uba1",4.56927053647614e-05,0.434953846683055,1,0.996,0.758133367412121,"4","Uba1"
"Rrm2",4.59340465295004e-05,0.36211464538255,0.974,0.65,0.762137700017471,"4","Rrm2"
"Tmtc31",4.66769951792615e-05,0.324472566507451,0.921,0.646,0.774464704014307,"4","Tmtc3"
"Snrpn",4.68805866034962e-05,0.60190018469076,0.711,0.462,0.777842692925209,"4","Snrpn"
"Hace1",4.71620909029256e-05,0.32924038377478,0.789,0.507,0.782513412261342,"4","Hace1"
"Slc35a3",4.76005405787632e-05,0.323954477965945,0.921,0.637,0.789788169282839,"4","Slc35a3"
"Eif3j1",4.76646789085265e-05,0.271198020734752,1,0.888,0.790852352450271,"4","Eif3j1"
"Ckap2l1",4.77269730717579e-05,0.534936292723596,0.842,0.502,0.791885937206607,"4","Ckap2l"
"Ralgps22",4.84203379494052e-05,0.431323309286031,1,0.803,0.803390247256531,"4","Ralgps2"
"Plaa",4.89460465291244e-05,0.506930427533805,1,0.843,0.812112804011232,"4","Plaa"
"Gli3",4.96597583162026e-05,0.260239869041536,0.658,0.314,0.823954709982434,"4","Gli3"
"Tnks21",4.97239121058619e-05,0.437607074722862,1,0.901,0.825019149660461,"4","Tnks2"
"Ube2s",5.04169282839365e-05,0.320269372924049,0.921,0.762,0.836517674087075,"4","Ube2s"
"G2e3",5.23679612237976e-05,0.433192619443114,0.868,0.641,0.868889212625249,"4","G2e3"
"Lin28b1",5.38686014014163e-05,0.375333567471845,0.895,0.605,0.893787834452299,"4","Lin28b"
"Vps53",5.53825019567989e-05,0.253930014905703,1,0.722,0.918906472467207,"4","Vps53"
"Socs6",5.62804640347036e-05,0.368764190506014,1,0.735,0.933805459263802,"4","Socs6"
"Cdv31",5.67832936204765e-05,0.453725865344465,1,0.937,0.942148407750947,"4","Cdv3"
"Mdn1",5.70255444540706e-05,0.646384074874566,1,0.7,0.946167833581939,"4","Mdn1"
"Ppp6r31",5.8343357318451e-05,0.457357283829351,1,0.91,0.968032984627738,"4","Ppp6r3"
"Zfp71",5.84209800171561e-05,0.26031317119384,0.579,0.274,0.969320900444654,"4","Zfp7"
"Tti11",5.88560346766255e-05,0.330485787926406,0.921,0.646,0.97653932735457,"4","Tti1"
"Rlim",6.08033036594794e-05,0.367396664318924,1,0.928,1,"4","Rlim"
"Mycn2",6.1232787768768e-05,0.36296918100351,1,0.74,1,"4","Mycn"
"Prickle11",6.14714136177652e-05,0.304774441484798,0.684,0.359,1,"4","Prickle1"
"Fxr2",6.2291751173495e-05,0.258937706503073,1,0.852,1,"4","Fxr2"
"Cep120",6.33890993705122e-05,0.389813540893288,0.947,0.744,1,"4","Cep120"
"Mthfd1",6.36437912847054e-05,0.585063770458878,0.974,0.78,1,"4","Mthfd1"
"Ncapg2",6.37143266760607e-05,0.62103454404677,0.974,0.646,1,"4","Ncapg2"
"Chd1l",6.39879567169718e-05,0.256069838373943,0.974,0.65,1,"4","Chd1l"
"Pomt1",6.44121546348765e-05,0.355470787241037,0.816,0.444,1,"4","Pomt1"
"Ipo91",6.56207776192744e-05,0.459173948385008,1,0.861,1,"4","Ipo9"
"Tra2a",6.78452130432671e-05,0.317364275629043,1,0.96,1,"4","Tra2a"
"Setbp11",6.80627665115158e-05,0.258509718030641,0.921,0.543,1,"4","Setbp1"
"Ubqln1",6.8916512977476e-05,0.308771182847832,1,0.861,1,"4","Ubqln1"
"Fignl11",6.98362564370845e-05,0.44186303814746,0.921,0.7,1,"4","Fignl1"
"Rps6ka3",7.0171606553872e-05,0.46652820199659,1,0.758,1,"4","Rps6ka3"
"Edc41",7.03080266755394e-05,0.270638240321045,0.974,0.776,1,"4","Edc4"
"Kdm3b1",7.06517930466343e-05,0.35625987602171,1,0.848,1,"4","Kdm3b"
"Fgfr12",7.21228625777706e-05,0.450106844441033,0.947,0.682,1,"4","Fgfr1"
"Xpo5",7.29779022062765e-05,0.680102703723569,0.947,0.767,1,"4","Xpo5"
"Twistnb",7.33949049357202e-05,0.392673009286285,1,0.789,1,"4","Twistnb"
"Utp18",7.34640052010743e-05,0.346153630531351,0.974,0.735,1,"4","Utp18"
"Zfp280b",7.42676725009859e-05,0.272523962888807,0.895,0.484,1,"4","Zfp280b"
"Kit1",7.52790259381129e-05,0.559362662673433,1,0.91,1,"4","Kit"
"Afdn1",7.5324421037503e-05,0.389022387823361,0.974,0.668,1,"4","Afdn"
"Jarid21",7.53380535402298e-05,0.465736990690354,0.974,0.821,1,"4","Jarid2"
"Dck",7.71291411473203e-05,0.424801728048472,1,0.726,1,"4","Dck"
"Prorp",7.77402509172167e-05,0.399992840563168,0.737,0.457,1,"4","Prorp"
"Tra2b1",8.00826356760884e-05,0.380382327288634,1,0.969,1,"4","Tra2b"
"Lars",8.16294500542042e-05,0.427857917481422,0.974,0.848,1,"4","Lars"
"Otub2",8.17168221693702e-05,0.285345588797636,0.421,0.17,1,"4","Otub2"
"Pi4k2b",8.17199701119079e-05,0.313570218584355,0.921,0.614,1,"4","Pi4k2b"
"N4bp21",8.18665338604312e-05,0.347244252224475,1,0.888,1,"4","N4bp2"
"Rad51c",8.30022226935436e-05,0.252684567356182,0.474,0.215,1,"4","Rad51c"
"Mtor",8.32946180872063e-05,0.428545891284623,0.895,0.794,1,"4","Mtor"
"Pygo2",8.330859873626e-05,0.250614652411019,0.947,0.726,1,"4","Pygo2"
"Ssrp11",8.40691607869224e-05,0.328704615290472,1,0.987,1,"4","Ssrp1"
"Pank31",8.41270489622522e-05,0.607483877159093,0.947,0.762,1,"4","Pank3"
"Gldc",8.4480920790252e-05,0.604705231523552,0.316,0.103,1,"4","Gldc"
"Dek1",8.57107558236815e-05,0.481473713446177,1,0.987,1,"4","Dek"
"Vps50",8.60595729436735e-05,0.278477132920876,0.921,0.659,1,"4","Vps50"
"Rps6ka5",8.70684891187181e-05,0.428034745983272,0.947,0.641,1,"4","Rps6ka5"
"Nme7",8.76740608928656e-05,0.269629552899913,0.921,0.704,1,"4","Nme7"
"Eif5a2",8.82769405300998e-05,0.431564592663662,0.711,0.381,1,"4","Eif5a2"
"Cdc40",8.85845504770586e-05,0.320707944732734,0.974,0.785,1,"4","Cdc40"
"mt-Nd3",8.90852359727663e-05,0.459994616355441,1,0.987,1,"4","mt-Nd3"
"Zmym21",9.00159409463409e-05,0.405480429219266,1,0.789,1,"4","Zmym2"
"Pabpc41",9.16439184454822e-05,0.567472197836057,1,0.951,1,"4","Pabpc4"
"Ccnb21",9.19273726589128e-05,0.547452853356987,0.895,0.583,1,"4","Ccnb2"
"Bag4",9.21972801921244e-05,0.264213583199435,0.921,0.623,1,"4","Bag4"
"Spin1",9.3338285227661e-05,0.394358481552443,1,0.933,1,"4","Spin1"
"Kansl2",9.38477314446778e-05,0.312867627618517,1,0.83,1,"4","Kansl2"
"Dhx35",9.43914507370814e-05,0.267712871539154,0.816,0.52,1,"4","Dhx35"
"Cyth3",9.54433641785881e-05,0.385735605040046,0.868,0.664,1,"4","Cyth3"
"Hnrnpa1",9.62152774188317e-05,0.287005460765054,1,1,1,"4","Hnrnpa1"
"Taf6",9.93484032668393e-05,0.257927500354605,0.921,0.646,1,"4","Taf6"
"Ugcg1",9.94608090238623e-05,0.278252671471719,1,0.857,1,"4","Ugcg"
"Sall4",0.000101239714339661,1.19208302388423,0.368,0.143,1,"4","Sall4"
"Rcc1",0.000101287946087457,0.38979654881029,0.895,0.695,1,"4","Rcc1"
"Dars2",0.000101652344633779,0.312290419329296,0.842,0.52,1,"4","Dars2"
"Hnrnpa01",0.000102890774895495,0.513908292935129,1,0.987,1,"4","Hnrnpa0"
"Ccdc341",0.000103818900638082,0.253759780765896,0.974,0.632,1,"4","Ccdc34"
"Polr1a",0.000104618657457037,0.390210897291536,0.947,0.758,1,"4","Polr1a"
"Golt1b",0.000105328753338844,0.290979299617513,0.921,0.668,1,"4","Golt1b"
"Spire1",0.000105855569064981,0.437198741207262,0.895,0.646,1,"4","Spire1"
"Prkar2b",0.000108425833401547,0.308730978664043,0.947,0.789,1,"4","Prkar2b"
"Rrp9",0.000108570802794731,0.334742577917064,0.816,0.552,1,"4","Rrp9"
"Slc5a6",0.000109556767293048,0.415073982344888,0.605,0.323,1,"4","Slc5a6"
"Tjp21",0.00011005051602302,0.413213462649629,0.921,0.61,1,"4","Tjp2"
"Tmem106b1",0.000110468560930444,0.401324058418709,0.974,0.673,1,"4","Tmem106b"
"Sf3a11",0.000110600904358888,0.316761323308724,1,0.906,1,"4","Sf3a1"
"Nsmce4a",0.000111229572889637,0.29400118751404,0.895,0.682,1,"4","Nsmce4a"
"Tomm70a1",0.000114135478142309,0.371682085882682,1,0.937,1,"4","Tomm70a"
"Prpf3",0.000114151579313852,0.338037366344953,0.974,0.664,1,"4","Prpf3"
"Tars2",0.000114183636315016,0.288441494090735,1,0.686,1,"4","Tars2"
"Opa11",0.000115392084810145,0.457063125790101,1,0.803,1,"4","Opa1"
"Fbrsl1",0.000115525107463629,0.343017441835015,0.868,0.731,1,"4","Fbrsl1"
"Mms19",0.00011640272132713,0.374530887118525,0.974,0.834,1,"4","Mms19"
"Sfpq",0.000116429801191996,0.419916868404949,1,0.96,1,"4","Sfpq"
"Hgs",0.000119443093192878,0.314827474975157,1,0.758,1,"4","Hgs"
"Vars",0.000120971373656768,0.437196029203287,1,0.987,1,"4","Vars"
"Haus5",0.000121733218912319,0.27321543318488,0.895,0.578,1,"4","Haus5"
"Nsdhl",0.000121880973787062,0.257209056160225,0.842,0.498,1,"4","Nsdhl"
"Ubac1",0.000124755071255426,0.306286299838684,0.868,0.65,1,"4","Ubac1"
"Dot1l",0.000125368067444997,0.352965386036456,1,0.798,1,"4","Dot1l"
"Mybbp1a",0.000126456272889041,0.63531715748736,0.947,0.924,1,"4","Mybbp1a"
"Kat2a",0.00012721141991459,0.338555614795576,1,0.807,1,"4","Kat2a"
"Wdr36",0.000127767420375208,0.373400800061996,0.895,0.816,1,"4","Wdr36"
"Phf5a",0.000128834075242697,0.277265922305013,1,0.834,1,"4","Phf5a"
"Nup98",0.000130795881463173,0.345385358962653,1,0.825,1,"4","Nup98"
"Elovl61",0.000131846884960411,0.408513582116727,0.974,0.767,1,"4","Elovl6"
"Stxbp11",0.000132468644479769,0.429784990338214,0.947,0.596,1,"4","Stxbp1"
"Calcrl1",0.000133689560472203,0.742804850316189,0.789,0.848,1,"4","Calcrl"
"Cdc25b",0.000134253447458398,0.322011297509926,0.605,0.3,1,"4","Cdc25b"
"Hmgcs12",0.000134843923813335,0.467201844106606,0.947,0.735,1,"4","Hmgcs1"
"Cenpc1",0.000135749514523414,0.447181409510529,0.895,0.659,1,"4","Cenpc1"
"Hmga22",0.000137117126426505,0.965244511693987,0.868,0.848,1,"4","Hmga2"
"Zfp473",0.000139274964296957,0.321561280483482,0.368,0.13,1,"4","Zfp473"
"Ptpn11",0.000139361707663278,0.316990727069142,1,0.874,1,"4","Ptpn11"
"Kpnb1",0.000140678972604893,0.422831939432811,1,0.973,1,"4","Kpnb1"
"Miga1",0.000141671056590723,0.280878852533223,0.947,0.767,1,"4","Miga1"
"Mettl8",0.000142491497409581,0.253830289122921,0.816,0.489,1,"4","Mettl8"
"Zfp850",0.000145282313871811,0.357865256462476,0.632,0.341,1,"4","Zfp850"
"Wdr90",0.0001454110840591,0.347914276776262,0.947,0.637,1,"4","Wdr90"
"Alg13",0.000147222055985595,0.398852120294501,0.684,0.448,1,"4","Alg13"
"Lsg1",0.000147242677529046,0.297782284853885,0.974,0.695,1,"4","Lsg1"
"Cebpz",0.000149863854900413,0.498045155392912,1,0.919,1,"4","Cebpz"
"Arhgap282",0.000150743937503918,0.351679176477186,0.947,0.61,1,"4","Arhgap28"
"Cacul11",0.000151195340373166,0.441098062738051,1,0.834,1,"4","Cacul1"
"L3mbtl2",0.000153218667136941,0.361135738145666,0.842,0.556,1,"4","L3mbtl2"
"Spidr",0.000154469785465511,0.304199612718875,0.816,0.507,1,"4","Spidr"
"Rnf139",0.000161295308297667,0.338012980542758,0.921,0.749,1,"4","Rnf139"
"Heatr1",0.000164880782130952,0.58027831817106,0.921,0.704,1,"4","Heatr1"
"Rcan1",0.000165955932797757,0.283080663450229,0.737,0.422,1,"4","Rcan1"
"Pum3",0.000167271334997324,0.396682842465695,1,0.857,1,"4","Pum3"
"Dcaf7",0.00017165297747605,0.461856763993373,1,0.888,1,"4","Dcaf7"
"Gnpat",0.000172615290152636,0.404517902352853,1,0.87,1,"4","Gnpat"
"Yme1l1",0.000175797684133032,0.432472682207842,1,0.798,1,"4","Yme1l1"
"2700049A03Rik",0.000177842671179508,0.405422631239799,0.868,0.605,1,"4","2700049A03Rik"
"Wdfy1",0.000179780782789402,0.421059258839071,0.895,0.691,1,"4","Wdfy1"
"Gpn1",0.00018046329530958,0.341195260533964,0.921,0.744,1,"4","Gpn1"
"Ska2",0.000181748418377557,0.255387732146043,0.895,0.574,1,"4","Ska2"
"Arl5a",0.000182170815986847,0.598799495093277,0.974,0.888,1,"4","Arl5a"
"Ppm1g1",0.000184717565878064,0.386533353124765,1,0.883,1,"4","Ppm1g"
"Dag11",0.000185474589149336,0.369728328118847,1,0.812,1,"4","Dag1"
"Med251",0.000186626848992563,0.318866224795705,0.974,0.83,1,"4","Med25"
"Sp1",0.000186855750457833,0.388887278889238,1,0.897,1,"4","Sp1"
"Tmcc2",0.000190894148709917,0.278497804408711,0.553,0.309,1,"4","Tmcc2"
"Xrn2",0.000190916280502387,0.37195654590433,1,0.924,1,"4","Xrn2"
"D11Wsu47e",0.000191653678791842,0.258463929953924,0.711,0.43,1,"4","D11Wsu47e"
"Gle11",0.000191877738345034,0.358827959796087,1,0.825,1,"4","Gle1"
"Pla2g4a1",0.000192403968163675,0.645886073775747,0.842,0.695,1,"4","Pla2g4a"
"Dock91",0.000193187927501623,0.315757890666102,0.947,0.623,1,"4","Dock9"
"Ado",0.000193909317410565,0.263069508607683,0.895,0.668,1,"4","Ado"
"Celf11",0.000194595510309451,0.295113469069101,1,0.933,1,"4","Celf1"
"Tcof1",0.000195583722300195,0.492775875531474,0.974,0.843,1,"4","Tcof1"
"Spg11",0.00020052132091824,0.287018568259528,0.868,0.632,1,"4","Spg11"
"Rad50",0.000202730682866139,0.436861958955179,0.974,0.767,1,"4","Rad50"
"Mcm5",0.000204771466677682,0.463396987537409,0.947,0.861,1,"4","Mcm5"
"Upf3b",0.000205830299081948,0.255009173062065,1,0.664,1,"4","Upf3b"
"2610021A01Rik",0.000206221540111651,0.328187545250187,0.684,0.39,1,"4","2610021A01Rik"
"Idi1",0.000207298540908534,0.485583656580829,0.921,0.659,1,"4","Idi1"
"Syk1",0.000208867883498937,0.521076119864457,0.895,0.704,1,"4","Syk"
"Pole1",0.00021092465359813,0.442087104790404,0.921,0.762,1,"4","Pole"
"Tardbp",0.000215564943289775,0.478659421144767,1,0.969,1,"4","Tardbp"
"Cks2",0.000221002424522602,0.267282422787024,0.947,0.753,1,"4","Cks2"
"Kif1bp",0.000224352281707115,0.351952126531513,0.921,0.632,1,"4","Kif1bp"
"Ap4b1",0.000226274844000555,0.292762470562922,0.895,0.592,1,"4","Ap4b1"
"Noc4l",0.000231366448550197,0.27991727547084,0.895,0.726,1,"4","Noc4l"
"AI597479",0.000233852927777397,0.256884593320411,0.763,0.489,1,"4","AI597479"
"Prpf8",0.000233981024589681,0.370551257643247,1,0.955,1,"4","Prpf8"
"Nat10",0.000240195445381874,0.297241464058333,0.921,0.691,1,"4","Nat10"
"Bzw1",0.000240488514707663,0.438556490750355,1,0.96,1,"4","Bzw1"
"Nup62",0.000242600200769579,0.348692026626678,1,0.839,1,"4","Nup62"
"Cep295",0.000243443114805841,0.405911960706614,0.842,0.623,1,"4","Cep295"
"Hbs1l",0.000244423645880067,0.288087994358383,1,0.834,1,"4","Hbs1l"
"Poldip21",0.000244470117514135,0.336081472585864,1,0.78,1,"4","Poldip2"
"Eef1aknmt",0.00024621073584112,0.375021443429728,0.763,0.484,1,"4","Eef1aknmt"
"Mmab",0.000248183929171424,0.37026496192562,0.579,0.332,1,"4","Mmab"
"Necap1",0.0002482309057023,0.378147301226287,0.921,0.641,1,"4","Necap1"
"Fdft12",0.000250514493365963,0.325188995618733,0.921,0.614,1,"4","Fdft1"
"Golga4",0.000254102252094777,0.286416554659337,1,0.874,1,"4","Golga4"
